Molecule ChEMBL ID,smiles,Standard Value
CHEMBL273019,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,66.38
CHEMBL270995,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,-4.18
CHEMBL429910,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,11.91
CHEMBL3352956,N#Cc1ccncn1,-3.34
CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,4.24
CHEMBL3417395,CCOc1ccccc1N/N=C1/C(=O)N(c2nc(-c3ccccc3)cs2)N=C1C,1.89
CHEMBL3526436,O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,4.83
CHEMBL3544911,COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,6.42
CHEMBL3544914,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,-1.16
CHEMBL3544932,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,-1.52
CHEMBL3911801,Cc1ccc(S(=O)(=O)O)cc1.Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1,-7.37
CHEMBL3545110,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,-12.64
CHEMBL3545154,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,-5.79
CHEMBL3545313,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,-6.33
CHEMBL3545360,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1,62.23
CHEMBL3545376,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,3.11
CHEMBL1418182,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,7
CHEMBL3769507,CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(=N)NC3CCS(=O)(=O)CC3)cc2c1=O,5.29
CHEMBL1443577,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,0.8
CHEMBL1459534,O=C1Nc2ccccc2C12OCC1(CO2)COC2(OC1)C(=O)Nc1ccccc12,0.25
CHEMBL1474129,Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,-12.06
CHEMBL3883592,CCC(CC)(NC(=O)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC1(C(=O)NC(c2ccc(F)cc2)c2ccc(F)cc2)CCCC1,-3.5
CHEMBL3183486,Cl.FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,-4.28
CHEMBL1513232,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NCCCC(=O)O,25.5
CHEMBL1514276,Clc1cccc2c1CN(C1=NCCN1)C2,-0.92
CHEMBL3970532,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,-11.47
CHEMBL3105836,O=C(/C=C/c1ccc2ccccc2n1)c1ccncc1,101.32
CHEMBL3259907,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O,10.82
CHEMBL3265032,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,0.47
CHEMBL3272561,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,-0.33
CHEMBL3301607,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,2.55
CHEMBL3338326,CCc1nc(C)ccc1O,-6.29
CHEMBL3355096,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,-2.22
CHEMBL3401292,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc([C@H]3C(=O)N(C)CCN3C)cc2)n1,-0.96
CHEMBL3545307,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,7.58
CHEMBL270948,CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C,2.2
CHEMBL3747513,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,6.99
CHEMBL3752151,COc1cc(C#N)ccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C,16.45
CHEMBL3785668,Cc1nnc(C[C@@H]2C=C(c3ccc(Cl)cc3)c3ccccc3-n3c(C)nnc32)o1,17.66
CHEMBL448741,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,0.09
CHEMBL3909511,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(C)CC4)nc3)cc3c2c(C)cn3C(C)C)c(=O)[nH]1,-1.67
CHEMBL1580,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,3.17
CHEMBL3991934,COCc1c(-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)c(F)c2)c2c(N)ncnn2c1CN1CCOCC1,97.7
CHEMBL545328,CC(C)NC[C@H](O)COc1cccc2ccccc12.Cl,5.19
CHEMBL460702,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,3.16
CHEMBL522770,COc1cc(Br)c(S(=O)(=O)Nc2ccc(C(F)(F)F)c(O[C@@H]3CCN(C)C3)c2)cc1OC,-3.86
CHEMBL222559,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,3.26
CHEMBL1614,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@]4(C)[C@H]5C[C@@H](O)[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@H]5CC[C@@H]4C3)O[C@@H]2C)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1,44.37
CHEMBL494089,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,0.48
CHEMBL250270,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,22.9
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,78.59
CHEMBL127349,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1,27.96
CHEMBL1368313,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1.Cl,20.69
CHEMBL1095930,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,1.31
CHEMBL1515808,O=C1c2ccccc2CCC1CNCCc1ccc(O)cc1,-2.66
CHEMBL1320667,O=C(O)CC1CC(c2ccccc2)=NO1,86.6
CHEMBL445813,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,9.78
CHEMBL463978,Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CC(=O)N2CCN(C)CC2)cs1,0.3
CHEMBL513390,CC(C)N[C@@H]1CCn2c(=O)[nH]c3cccc(c32)[C@H]1O.Cl,1.44
CHEMBL451887,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,-14.52
CHEMBL536151,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,2.46
CHEMBL4297221,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2.CS(=O)(=O)O.CS(=O)(=O)O,-2.93
CHEMBL562967,CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C,4.29
CHEMBL577711,CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,2.88
CHEMBL18116,Cc1cccc(N2CC(CO)OC2=O)c1,2.3
CHEMBL2111163,CSc1ccccc1OCC(O)CNC(C)C,2.48
CHEMBL4303516,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@@H]1C(=O)O,-0.09
CHEMBL4303327,CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1,5.15
CHEMBL4303417,O=C1c2cccnc2OC[C@@H]2CCCN12,-8.6
CHEMBL2107783,O=C(O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1,-4.6
CHEMBL2110732,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,85.54
CHEMBL2105734,COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],2.37
CHEMBL2142592,CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1,19.11
CHEMBL2315158,CCCCNc1nc(N)c2[nH]c(=O)n(Cc3ccc(OCCN(C)C)nc3)c2n1,-2.38
CHEMBL2386874,CN(C)c1cccc(Oc2cnc(Nc3cccc(O)c3)nc2)c1,-0.03
CHEMBL2426369,O=C(c1cccc(Br)c1)N1CCC(N2CCCC2)CC1,2.75
CHEMBL2431120,COc1cc2nc(C3CC3)nc(N3CCN(c4ccccc4OC)CC3)c2cc1OC,66.87
CHEMBL3092537,C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1,-5.21
CHEMBL3103988,N#Cc1cccc(-c2nc(-c3cccnc3)no2)c1,-1.04
CHEMBL3039057,CC(C)CCCC(C)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,7.91
CHEMBL454450,CCC(C(=O)O)c1ccc(CC(C)C)cc1,-8.32
CHEMBL4159565,CC1CCc2c(cc(Br)c(F)c2Br)N1C=O,7.78
CHEMBL1563246,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,-5.02
CHEMBL1569487,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,1.06
CHEMBL1604848,Cc1cccn2c(=O)c(/C=C(\C#N)c3nc4ccccc4s3)c(Oc3ccc(F)cc3)nc12,33.16
CHEMBL1614713,c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1,0.05
CHEMBL1334895,Cc1ncc(CN2CC=C(c3ccccc3)CC2)c(N)n1.Cl.Cl,-3.11
CHEMBL1618199,C[N+](C)(C)CCCCCNCC12CC3CC(CC(C3)C1)C2,40.12
CHEMBL1620289,COc1ccc(CNCc2cccc3ccccc23)cc1,0.73
CHEMBL1624459,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,100.89
CHEMBL1628662,CC(C)c1cc(C(C)C)c(-c2csc(N(CCN(C)C)Cc3cccnc3)n2)c(C(C)C)c1,-2.37
CHEMBL1643880,O=C(N[C@H]1CN2CCC1CC2)c1c[nH]c2ccsc2c1=O,-7.12
CHEMBL3181841,Cl.Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,-8.21
CHEMBL1650469,N[C@@H](C[C@@H](F)C(=O)O)C(=O)O,-23.36
CHEMBL1650951,CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,4.21
CHEMBL1709719,Nc1nc2c(ccc3ccccc32)s1,9.46
CHEMBL1723412,CC12CCC(C(=O)N(CCCCN3CCN(c4ccccn4)CC3)C1=O)C2(C)C,1.86
CHEMBL1738699,Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)cc1,-4.37
CHEMBL1892145,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,-34.86
CHEMBL1898387,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,46.56
CHEMBL2360601,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1.Cl,21.27
CHEMBL1950289,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,-10.95
CHEMBL1956071,CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CC[C@H](N)C3)c21,10.97
CHEMBL1957287,Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1,4.14
CHEMBL1966136,O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=C/c2ccc(Cl)c(Cl)c2)cc1/C=C/c1ccc(Cl)c(Cl)c1,12.54
CHEMBL4303584,O=[N+]([O-])c1cc(Cl)ccc1S(=O)(=O)N1CCN(Cc2ccccc2)CC1,5.82
CHEMBL4303689,Oc1ccc(C2(c3ccccc3F)CCC(F)(F)CC2)cc1,0.57
CHEMBL4303147,C[C@@H]1NC(=O)NC1=O,1.39
CHEMBL311909,COc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,18.86
CHEMBL4303250,Cc1nc(Nc2cnn(C3CCNCC3)c2)nc2c1N(C)C(=O)c1cc3ccccc3cc1N2C,37.2
CHEMBL4303601,CCOCOC[C@H](C[C@H](C)C(=O)NO)NC(=O)c1ccc(Oc2ccccc2)cc1,51.17
CHEMBL1794737,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,28.54
CHEMBL4303226,CS(=O)(=O)Nc1ccc(-c2coc3cc(OCc4cccc(C(=O)O)c4)ccc3c2=O)cc1,1.83
CHEMBL343448,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,-0.25
CHEMBL1256141,CNC(=O)c1cc2c(cn1)[nH]c1ccccc12,6.69
CHEMBL4303550,CC(C)(C)C(=O)/C(=N/c1ccc(Cl)cc1)NNc1ccc(Cl)cc1,2.79
CHEMBL4297261,Cc1[nH]c2ccc(F)cc2c1-c1nc2c3cccnc3c3ncccc3c2[nH]1,-3.36
CHEMBL4162576,O=C(Nc1ccc(Oc2ccc(Cl)cn2)c(Cl)c1)c1ccccn1,-19.99
CHEMBL4303691,NC(=O)c1[nH]cnc1O,39.34
CHEMBL4303368,CC(C)(C)c1ccc(-c2nc3ccccc3[nH]2)cc1,-4
CHEMBL4303282,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,-7.42
CHEMBL4297518,CCCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1,9.71
CHEMBL4303259,Cc1cc(C(=O)Nc2cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c2)on1,24.17
CHEMBL4303209,C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@]21O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-9.37
CHEMBL4303677,FC(F)(F)Oc1ccc2nc(-c3ccc(OCCOCCOc4ccc(-c5nc6ccc(OC(F)(F)F)cc6[nH]5)nc4)cn3)[nH]c2c1,103.79
CHEMBL4297520,CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1,-4.26
CHEMBL4303239,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1c(Br)cc(Br)cc1-c1nnn[nH]1,35.38
CHEMBL4303698,CC(=O)O/N=C1/C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc21,-1.21
CHEMBL2105394,CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@@H]12,-4.27
CHEMBL2105399,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,12.23
CHEMBL2105661,CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C,12.78
CHEMBL2105717,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,31.71
CHEMBL2105735,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,-7.9
CHEMBL1107,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,-22.52
CHEMBL4303642,CC(C)CC(NC(=O)C(C)NC(=O)CNC(=O)C(NC=O)C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,21.89
CHEMBL300117,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,7.62
CHEMBL1200589,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1.Cl,2.97
CHEMBL1908307,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,-5.49
CHEMBL2106966,Cc1ccnc(NC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)c1,13.52
CHEMBL3039407,CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)[C@]2(C(=O)CCl)O1,-3.74
CHEMBL4104747,CC(C)(C)C1CCc2c(sc(NC(=O)c3ccco3)c2C(=O)O)C1,37.06
CHEMBL1075733,CCC(C)C(CC)C(N)=O,2.5
CHEMBL4303600,C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-6.37
CHEMBL4303475,CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,5.02
CHEMBL4303171,CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(N)=O)ccc32)c2ccccc2)c1,-6.36
CHEMBL204240,O=C1N=C(N2CCOCC2)CN1c1ccc(Cl)cc1,2.62
CHEMBL4303676,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)O,-4.61
CHEMBL1200474,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl,26.37
CHEMBL1201016,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,4.86
CHEMBL192966,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)cc2)C(=O)C2CCCCC2)c1,10.6
CHEMBL2106732,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C.Cl,2.75
CHEMBL192451,COc1ccc(O)c(C(C)(C)C)c1,1.99
CHEMBL194014,CCCOC(=O)c1ccc(O)cc1,-13.5
CHEMBL1397,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,106.34
CHEMBL200027,O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1,2.84
CHEMBL373250,Cn1ncnc1COc1nn2c(-c3cc(F)ccc3F)nnc2cc1C(C)(C)C,-2.77
CHEMBL206253,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,5.78
CHEMBL207225,O=C(O)CCc1c[nH]c2ccccc12,-17.48
CHEMBL377219,Clc1cccc(-c2nnnn2Cc2cccnc2)c1Cl,6.59
CHEMBL210651,Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1,0.85
CHEMBL379156,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(F)cc3O)o2)S1,-3.99
CHEMBL278703,Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1,2.54
CHEMBL1421,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,52.72
CHEMBL426161,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,27.45
CHEMBL1423,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,93.99
CHEMBL216543,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O,18.79
CHEMBL375166,Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,5.59
CHEMBL426560,O=C(O)CNC(=O)c1nc(Cl)c2ccccc2c1O,19.96
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,2.15
CHEMBL223402,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,8.09
CHEMBL375126,O=C1C(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccccc21,-2.01
CHEMBL225071,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,-6.67
CHEMBL225157,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,0.53
CHEMBL227744,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],-0.53
CHEMBL428462,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,2.16
CHEMBL227529,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,-0.02
CHEMBL227875,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,-0.06
CHEMBL375270,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,8.44
CHEMBL1451,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,-3.66
CHEMBL229264,Cc1c(N2C(=O)[C@@H]3[C@H](O)CCN3C2=O)ccc(C#N)c1Cl,-0.82
CHEMBL228792,c1coc(CNc2ncnc3[nH]cnc23)c1,3.99
CHEMBL397983,CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1,4.27
CHEMBL1094636,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,2.32
CHEMBL1096380,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,21.75
CHEMBL242004,Cc1ccc(NC(=O)C(C)C)cc1C1CCN(Cc2ccc(Oc3ccc(F)c(F)c3)cc2)CC1,91.45
CHEMBL1463,Nc1[nH]c(=O)ncc1F,25.02
CHEMBL1467,O=c1ncnc2[nH][nH]cc1-2,-27.22
CHEMBL394875,CSC[C@H](N)C(=O)O,37.27
CHEMBL236687,C=C(C)[C@@H]1CC=C(CO)CC1,-9.64
CHEMBL65375,Cl.N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,10.43
CHEMBL1332032,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,9.18
CHEMBL1711621,Cc1cccc(C)c1NC(=O)C[N+](C)(C)C.[Cl-],-5.06
CHEMBL1358012,O=C1NCN(c2ccccc2)C12CCN(C[C@H]1COc3ccccc3O1)CC2,12.78
CHEMBL1361347,CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,4.37
CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,-0.29
CHEMBL398567,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1cc2cc(F)ccc2[nH]1,30.71
CHEMBL1201064,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.83
CHEMBL1201404,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,-6
CHEMBL1201747,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,-0.88
CHEMBL1212994,Cc1cc(C)c2c(N)c(C(=O)NCc3ccc(Cl)cc3)sc2n1,1.56
CHEMBL1229517,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,-1.37
CHEMBL1231107,Nc1nc(N)nc(NC2CC2)n1,5.26
